date,product_id,product_name,category,store_location,units_sold,orders,price,revenue,stock_level,reorder_point
2026-01-04,P002,Slim Jeans,Clothing,Düsseldorf,15,6,69.38,1040.7,84,35
2026-01-04,P002,Slim Jeans,Clothing,Essen,30,20,29.8,894.09,63,33
2026-01-04,P002,Slim Jeans,Clothing,Köln,11,5,67.48,742.3,86,35
2026-01-04,P002,Slim Jeans,Clothing,München,22,13,27.12,596.66,124,52
2026-01-04,P002,Slim Jeans,Clothing,Berlin,10,5,20.14,201.35,103,43
2026-01-04,P003,Summer Dress,Clothing,Düsseldorf,14,10,41.66,583.25,116,33
2026-01-04,P003,Summer Dress,Clothing,Essen,18,8,39.82,716.68,114,48
2026-01-04,P003,Summer Dress,Clothing,Köln,25,13,67.98,1699.52,84,56
2026-01-04,P003,Summer Dress,Clothing,München,20,12,33.93,678.57,105,44
2026-01-04,P003,Summer Dress,Clothing,Berlin,31,21,21.98,681.29,103,53
2026-01-04,P004,Sneakers,Shoes,Düsseldorf,12,7,78.28,939.32,94,28
2026-01-04,P004,Sneakers,Shoes,Essen,32,22,53.93,1725.64,87,45
2026-01-04,P004,Sneakers,Shoes,Köln,12,10,67.6,811.15,152,58
2026-01-04,P004,Sneakers,Shoes,München,0,1,117.02,0.0,125,27
2026-01-04,P004,Sneakers,Shoes,Berlin,30,13,124.52,3735.66,95,46
2026-01-04,P005,Leather Boots,Shoes,Düsseldorf,0,1,50.44,0.0,144,45
2026-01-04,P005,Leather Boots,Shoes,Essen,27,14,113.04,3052.1,87,32
2026-01-04,P005,Leather Boots,Shoes,Köln,17,10,147.26,2503.45,71,59
2026-01-04,P005,Leather Boots,Shoes,München,41,19,122.67,5029.67,66,47
2026-01-04,P005,Leather Boots,Shoes,Berlin,27,13,136.97,3698.12,72,55
2026-01-04,P006,Handbag,Accessories,Düsseldorf,33,14,85.05,2806.78,86,25
2026-01-04,P006,Handbag,Accessories,Essen,11,8,60.69,667.6,46,44
2026-01-04,P006,Handbag,Accessories,Köln,25,13,93.49,2337.24,67,53
2026-01-04,P006,Handbag,Accessories,München,27,11,78.43,2117.52,65,56
2026-01-04,P006,Handbag,Accessories,Berlin,23,16,16.78,386.03,159,45
2026-01-04,P007,Belt,Accessories,Düsseldorf,35,17,19.49,682.0,75,59
2026-01-04,P007,Belt,Accessories,Essen,29,19,90.64,2628.67,53,41
2026-01-04,P007,Belt,Accessories,Köln,26,18,82.98,2157.48,55,27
2026-01-04,P007,Belt,Accessories,München,30,15,27.5,825.11,87,34
2026-01-04,P007,Belt,Accessories,Berlin,30,14,58.36,1750.77,113,57
2026-01-04,P008,Winter Jacket,Outerwear,Düsseldorf,20,8,162.32,3246.37,93,27
2026-01-04,P008,Winter Jacket,Outerwear,Essen,25,14,159.64,3991.01,115,44
2026-01-04,P008,Winter Jacket,Outerwear,Köln,5,4,174.24,871.22,130,47
2026-01-04,P008,Winter Jacket,Outerwear,München,6,3,142.57,855.4,127,39
2026-01-04,P008,Winter Jacket,Outerwear,Berlin,29,15,168.27,4879.9,87,36
2026-01-04,P009,Blazer,Outerwear,Düsseldorf,25,10,205.37,5134.16,85,28
2026-01-04,P009,Blazer,Outerwear,Essen,12,7,209.42,2513.0,129,47
2026-01-04,P009,Blazer,Outerwear,Köln,36,30,124.18,4470.32,72,27
2026-01-04,P009,Blazer,Outerwear,München,14,5,201.52,2821.24,127,34
2026-01-04,P009,Blazer,Outerwear,Berlin,39,16,81.22,3167.4,84,30
2026-01-04,P010,Sports Hoodie,Sportswear,Düsseldorf,23,10,115.3,2651.9,45,26
2026-01-04,P010,Sports Hoodie,Sportswear,Essen,38,15,30.89,1173.94,96,28
2026-01-04,P010,Sports Hoodie,Sportswear,Köln,37,23,49.17,1819.17,49,59
2026-01-04,P010,Sports Hoodie,Sportswear,München,31,16,54.01,1674.39,49,37
2026-01-04,P010,Sports Hoodie,Sportswear,Berlin,38,30,87.56,3327.36,26,30
2026-01-05,P001,Basic T-Shirt,Clothing,Düsseldorf,25,10,31.97,799.14,45,42
2026-01-05,P001,Basic T-Shirt,Clothing,Essen,21,9,65.14,1367.84,72,49
2026-01-05,P001,Basic T-Shirt,Clothing,Köln,21,18,78.47,1647.86,44,47
2026-01-05,P001,Basic T-Shirt,Clothing,München,24,14,56.34,1352.05,73,46
2026-01-05,P001,Basic T-Shirt,Clothing,Berlin,18,10,57.16,1028.92,120,33
2026-01-05,P002,Slim Jeans,Clothing,Düsseldorf,14,6,74.13,1037.79,88,31
2026-01-05,P002,Slim Jeans,Clothing,Essen,31,12,54.58,1692.0,73,29
2026-01-05,P002,Slim Jeans,Clothing,Köln,28,15,73.98,2071.48,30,25
2026-01-05,P002,Slim Jeans,Clothing,München,23,10,56.01,1288.28,120,57
2026-01-05,P002,Slim Jeans,Clothing,Berlin,21,11,45.29,951.03,150,47
2026-01-05,P003,Summer Dress,Clothing,Düsseldorf,13,11,26.82,348.66,85,26
2026-01-05,P003,Summer Dress,Clothing,Essen,8,6,55.9,447.22,149,58
2026-01-05,P003,Summer Dress,Clothing,Köln,16,7,42.28,676.55,73,40
2026-01-05,P003,Summer Dress,Clothing,München,24,16,67.12,1610.79,94,44
2026-01-05,P003,Summer Dress,Clothing,Berlin,19,13,57.1,1084.88,47,45
2026-01-05,P004,Sneakers,Shoes,Düsseldorf,10,5,135.44,1354.42,97,54
2026-01-05,P004,Sneakers,Shoes,Essen,11,6,124.25,1366.79,94,45
2026-01-05,P004,Sneakers,Shoes,Köln,21,13,63.34,1330.18,54,25
2026-01-05,P004,Sneakers,Shoes,München,24,9,132.31,3175.47,57,39
2026-01-05,P004,Sneakers,Shoes,Berlin,14,6,142.25,1991.47,69,27
2026-01-05,P005,Leather Boots,Shoes,Düsseldorf,14,10,101.6,1422.38,64,36
2026-01-05,P005,Leather Boots,Shoes,Essen,27,19,73.87,1994.43,110,40
2026-01-05,P005,Leather Boots,Shoes,Köln,11,5,131.78,1449.63,136,44
2026-01-05,P005,Leather Boots,Shoes,München,7,5,96.07,672.49,104,38
2026-01-05,P005,Leather Boots,Shoes,Berlin,24,17,138.59,3326.17,80,33
2026-01-05,P006,Handbag,Accessories,Düsseldorf,12,5,84.4,1012.79,93,41
2026-01-05,P006,Handbag,Accessories,Essen,28,14,20.15,564.33,53,40
2026-01-05,P006,Handbag,Accessories,Köln,11,6,61.51,676.62,139,31
2026-01-05,P006,Handbag,Accessories,München,20,14,74.62,1492.46,125,34
2026-01-05,P006,Handbag,Accessories,Berlin,14,9,93.8,1313.22,85,25
2026-01-05,P007,Belt,Accessories,Düsseldorf,27,18,47.5,1282.37,29,46
2026-01-05,P007,Belt,Accessories,Essen,25,11,79.99,1999.85,103,26
2026-01-05,P007,Belt,Accessories,Köln,42,22,82.98,3485.24,47,56
2026-01-05,P007,Belt,Accessories,München,28,16,96.6,2704.94,28,59
2026-01-05,P007,Belt,Accessories,Berlin,24,13,86.34,2072.04,40,54
2026-01-05,P008,Winter Jacket,Outerwear,Düsseldorf,27,12,181.53,4901.26,125,26
2026-01-05,P008,Winter Jacket,Outerwear,Essen,27,18,90.64,2447.41,90,54
2026-01-05,P008,Winter Jacket,Outerwear,Köln,6,3,162.18,973.07,121,52
2026-01-05,P008,Winter Jacket,Outerwear,München,26,11,102.57,2666.81,104,31
2026-01-05,P008,Winter Jacket,Outerwear,Berlin,3,1,204.92,614.76,71,49
2026-01-05,P009,Blazer,Outerwear,Düsseldorf,10,6,190.5,1904.97,102,34
2026-01-05,P009,Blazer,Outerwear,Essen,38,28,133.94,5089.53,72,54
2026-01-05,P009,Blazer,Outerwear,Köln,36,15,106.61,3838.05,127,41
2026-01-05,P009,Blazer,Outerwear,München,8,3,213.59,1708.75,106,51
2026-01-05,P009,Blazer,Outerwear,Berlin,3,1,132.6,397.79,115,58
2026-01-05,P010,Sports Hoodie,Sportswear,Düsseldorf,9,3,104.71,942.42,79,31
2026-01-05,P010,Sports Hoodie,Sportswear,Essen,36,19,66.93,2409.63,46,48
2026-01-05,P010,Sports Hoodie,Sportswear,Köln,7,4,63.31,443.18,105,43
2026-01-05,P010,Sports Hoodie,Sportswear,München,25,13,47.76,1194.12,80,36
2026-01-05,P010,Sports Hoodie,Sportswear,Berlin,5,2,60.63,303.17,109,45
2026-01-06,P001,Basic T-Shirt,Clothing,Düsseldorf,10,7,45.99,459.89,61,39
2026-01-06,P001,Basic T-Shirt,Clothing,Essen,20,16,26.96,539.12,60,37
2026-01-06,P001,Basic T-Shirt,Clothing,Köln,37,20,23.87,883.24,89,29
2026-01-06,P001,Basic T-Shirt,Clothing,München,32,22,76.65,2452.77,80,41
2026-01-06,P001,Basic T-Shirt,Clothing,Berlin,42,26,71.8,3015.53,40,38
2026-01-06,P002,Slim Jeans,Clothing,Düsseldorf,17,7,74.72,1270.21,101,33
2026-01-06,P002,Slim Jeans,Clothing,Essen,23,14,49.04,1128.0,97,56
2026-01-06,P002,Slim Jeans,Clothing,Köln,32,12,51.15,1636.69,76,52
2026-01-06,P002,Slim Jeans,Clothing,München,12,7,69.03,828.32,78,53
2026-01-06,P002,Slim Jeans,Clothing,Berlin,20,8,41.82,836.4,105,33
2026-01-06,P003,Summer Dress,Clothing,Düsseldorf,0,1,71.35,0.0,107,54
2026-01-06,P003,Summer Dress,Clothing,Essen,31,12,64.23,1991.23,87,38
2026-01-06,P003,Summer Dress,Clothing,Köln,23,13,25.5,586.57,49,33
2026-01-06,P003,Summer Dress,Clothing,München,3,1,68.55,205.65,65,25
2026-01-06,P003,Summer Dress,Clothing,Berlin,20,11,50.13,1002.69,118,57
2026-01-06,P004,Sneakers,Shoes,Düsseldorf,14,8,115.62,1618.65,58,46
2026-01-06,P004,Sneakers,Shoes,Essen,28,16,88.07,2465.85,41,37
2026-01-06,P004,Sneakers,Shoes,Köln,30,25,110.54,3316.2,103,42
2026-01-06,P004,Sneakers,Shoes,München,23,13,74.71,1718.25,93,35
2026-01-06,P004,Sneakers,Shoes,Berlin,30,16,74.28,2228.53,60,46
2026-01-06,P005,Leather Boots,Shoes,Düsseldorf,24,18,139.03,3336.79,52,40
2026-01-06,P005,Leather Boots,Shoes,Essen,8,4,74.51,596.11,113,31
2026-01-06,P005,Leather Boots,Shoes,Köln,9,7,149.36,1344.21,109,58
2026-01-06,P005,Leather Boots,Shoes,München,16,9,117.79,1884.69,100,34
2026-01-06,P005,Leather Boots,Shoes,Berlin,10,5,108.77,1087.71,75,57
2026-01-06,P006,Handbag,Accessories,Düsseldorf,34,15,29.91,1016.88,47,44
2026-01-06,P006,Handbag,Accessories,Essen,27,20,21.88,590.71,40,47
2026-01-06,P006,Handbag,Accessories,Köln,17,6,33.94,577.04,120,49
2026-01-06,P006,Handbag,Accessories,München,8,6,72.83,582.64,71,58
2026-01-06,P006,Handbag,Accessories,Berlin,42,28,92.95,3903.78,69,36
2026-01-06,P007,Belt,Accessories,Düsseldorf,17,7,79.89,1358.2,69,40
2026-01-06,P007,Belt,Accessories,Essen,18,7,40.91,736.36,120,56
2026-01-06,P007,Belt,Accessories,Köln,28,14,64.89,1816.8,54,47
2026-01-06,P007,Belt,Accessories,München,5,2,70.58,352.92,115,54
2026-01-06,P007,Belt,Accessories,Berlin,34,24,92.88,3157.92,86,46
2026-01-06,P008,Winter Jacket,Outerwear,Düsseldorf,20,8,139.8,2795.97,76,32
2026-01-06,P008,Winter Jacket,Outerwear,Essen,43,19,141.12,6068.16,55,53
2026-01-06,P008,Winter Jacket,Outerwear,Köln,8,4,164.46,1315.72,137,27
2026-01-06,P008,Winter Jacket,Outerwear,München,8,4,141.67,1133.34,120,59
2026-01-06,P008,Winter Jacket,Outerwear,Berlin,19,8,85.54,1625.32,91,50
2026-01-06,P009,Blazer,Outerwear,Düsseldorf,19,13,219.79,4176.08,73,58
2026-01-06,P009,Blazer,Outerwear,Essen,24,11,202.49,4859.7,102,52
2026-01-06,P009,Blazer,Outerwear,Köln,12,7,150.65,1807.75,97,49
2026-01-06,P009,Blazer,Outerwear,München,5,2,123.96,619.81,126,31
2026-01-06,P009,Blazer,Outerwear,Berlin,14,11,199.66,2795.18,146,26
2026-01-06,P010,Sports Hoodie,Sportswear,Düsseldorf,22,9,91.46,2012.22,78,56
2026-01-06,P010,Sports Hoodie,Sportswear,Essen,34,17,55.43,1884.73,77,43
2026-01-06,P010,Sports Hoodie,Sportswear,Köln,22,15,104.06,2289.25,65,48
2026-01-06,P010,Sports Hoodie,Sportswear,München,12,5,108.93,1307.17,91,40
2026-01-06,P010,Sports Hoodie,Sportswear,Berlin,33,17,62.55,2064.18,57,39
2026-01-07,P001,Basic T-Shirt,Clothing,Düsseldorf,14,5,31.76,444.66,120,39
2026-01-07,P001,Basic T-Shirt,Clothing,Essen,22,13,25.69,565.25,65,56
2026-01-07,P001,Basic T-Shirt,Clothing,Köln,19,8,55.33,1051.27,117,28
2026-01-07,P001,Basic T-Shirt,Clothing,München,30,13,51.0,1530.09,99,41
2026-01-07,P001,Basic T-Shirt,Clothing,Berlin,17,7,44.98,764.61,89,44
2026-01-07,P002,Slim Jeans,Clothing,Düsseldorf,22,9,47.75,1050.46,89,33
2026-01-07,P002,Slim Jeans,Clothing,Essen,23,18,50.42,1159.57,115,51
2026-01-07,P002,Slim Jeans,Clothing,Köln,42,17,38.83,1631.03,56,28
2026-01-07,P002,Slim Jeans,Clothing,München,23,16,45.38,1043.76,58,41
2026-01-07,P002,Slim Jeans,Clothing,Berlin,17,11,70.78,1203.2,73,35
2026-01-07,P003,Summer Dress,Clothing,Düsseldorf,30,19,61.11,1833.38,110,36
2026-01-07,P003,Summer Dress,Clothing,Essen,17,13,25.67,436.42,89,35
2026-01-07,P003,Summer Dress,Clothing,Köln,27,21,67.37,1818.97,80,33
2026-01-07,P003,Summer Dress,Clothing,München,33,24,43.04,1420.23,104,34
2026-01-07,P003,Summer Dress,Clothing,Berlin,10,5,69.14,691.43,128,44
2026-01-07,P004,Sneakers,Shoes,Düsseldorf,4,3,67.38,269.5,87,35
2026-01-07,P004,Sneakers,Shoes,Essen,19,11,53.71,1020.51,76,59
2026-01-07,P004,Sneakers,Shoes,Köln,41,19,119.58,4902.72,28,40
2026-01-07,P004,Sneakers,Shoes,München,36,25,98.54,3547.4,83,32
2026-01-07,P004,Sneakers,Shoes,Berlin,15,6,50.33,754.92,100,57
2026-01-07,P005,Leather Boots,Shoes,Düsseldorf,3,1,128.75,386.25,143,30
2026-01-07,P005,Leather Boots,Shoes,Essen,8,6,63.49,507.95,89,49
2026-01-07,P005,Leather Boots,Shoes,Köln,17,7,116.32,1977.46,88,59
2026-01-07,P005,Leather Boots,Shoes,München,18,9,129.74,2335.41,100,58
2026-01-07,P005,Leather Boots,Shoes,Berlin,18,12,83.86,1509.41,82,31
2026-01-07,P006,Handbag,Accessories,Düsseldorf,12,6,40.84,490.05,98,53
2026-01-07,P006,Handbag,Accessories,Essen,27,13,60.79,1641.25,108,30
2026-01-07,P006,Handbag,Accessories,Köln,36,28,84.71,3049.64,40,56
2026-01-07,P006,Handbag,Accessories,München,31,13,94.95,2943.42,46,37
2026-01-07,P006,Handbag,Accessories,Berlin,27,21,38.91,1050.53,99,37
2026-01-07,P007,Belt,Accessories,Düsseldorf,19,14,59.77,1135.56,110,26
2026-01-07,P007,Belt,Accessories,Essen,22,15,77.28,1700.26,122,50
2026-01-07,P007,Belt,Accessories,Köln,21,12,33.98,713.59,119,53
2026-01-07,P007,Belt,Accessories,München,33,14,97.08,3203.61,105,29
2026-01-07,P007,Belt,Accessories,Berlin,32,17,30.82,986.27,79,48
2026-01-07,P008,Winter Jacket,Outerwear,Düsseldorf,35,15,84.09,2943.07,50,54
2026-01-07,P008,Winter Jacket,Outerwear,Essen,23,9,201.9,4643.72,105,41
2026-01-07,P008,Winter Jacket,Outerwear,Köln,9,3,110.57,995.16,59,36
2026-01-07,P008,Winter Jacket,Outerwear,München,17,9,117.21,1992.65,124,51
2026-01-07,P008,Winter Jacket,Outerwear,Berlin,6,2,114.19,685.15,99,53
2026-01-07,P009,Blazer,Outerwear,Düsseldorf,16,13,200.03,3200.42,129,33
2026-01-07,P009,Blazer,Outerwear,Essen,46,25,80.67,3710.69,11,59
2026-01-07,P009,Blazer,Outerwear,Köln,31,21,210.03,6510.95,39,52
2026-01-07,P009,Blazer,Outerwear,München,15,7,204.97,3074.49,91,39
2026-01-07,P009,Blazer,Outerwear,Berlin,35,15,140.05,4901.88,75,52
2026-01-07,P010,Sports Hoodie,Sportswear,Düsseldorf,19,12,113.59,2158.2,130,37
2026-01-07,P010,Sports Hoodie,Sportswear,Essen,10,6,104.81,1048.07,77,31
2026-01-07,P010,Sports Hoodie,Sportswear,Köln,29,14,36.98,1072.45,118,57
2026-01-07,P010,Sports Hoodie,Sportswear,München,34,21,50.25,1708.5,61,49
2026-01-07,P010,Sports Hoodie,Sportswear,Berlin,13,6,95.35,1239.61,105,41
2026-01-08,P001,Basic T-Shirt,Clothing,Düsseldorf,15,10,24.85,372.79,110,47
2026-01-08,P001,Basic T-Shirt,Clothing,Essen,31,22,27.95,866.53,57,40
2026-01-08,P001,Basic T-Shirt,Clothing,Köln,15,6,30.48,457.17,83,58
2026-01-08,P001,Basic T-Shirt,Clothing,München,7,3,67.59,473.15,151,33
2026-01-08,P001,Basic T-Shirt,Clothing,Berlin,20,13,56.32,1126.5,78,51
2026-01-08,P002,Slim Jeans,Clothing,Düsseldorf,29,15,27.98,811.28,46,36
2026-01-08,P002,Slim Jeans,Clothing,Essen,23,16,23.49,540.38,112,57
2026-01-08,P002,Slim Jeans,Clothing,Köln,18,9,34.97,629.44,150,54
2026-01-08,P002,Slim Jeans,Clothing,München,28,12,56.06,1569.61,98,38
2026-01-08,P002,Slim Jeans,Clothing,Berlin,18,7,61.27,1102.83,106,27
2026-01-08,P003,Summer Dress,Clothing,Düsseldorf,25,13,62.63,1565.77,34,58
2026-01-08,P003,Summer Dress,Clothing,Essen,19,8,44.61,847.57,54,52
2026-01-08,P003,Summer Dress,Clothing,Köln,8,3,43.78,350.21,153,50
2026-01-08,P003,Summer Dress,Clothing,München,25,18,23.3,582.45,157,40
2026-01-08,P003,Summer Dress,Clothing,Berlin,25,10,41.89,1047.18,38,37
2026-01-08,P004,Sneakers,Shoes,Düsseldorf,7,3,105.81,740.67,100,49
2026-01-08,P004,Sneakers,Shoes,Essen,22,13,58.25,1281.51,49,50
2026-01-08,P004,Sneakers,Shoes,Köln,15,11,82.66,1239.9,91,36
2026-01-08,P004,Sneakers,Shoes,München,9,6,143.51,1291.61,103,43
2026-01-08,P004,Sneakers,Shoes,Berlin,4,2,101.08,404.31,113,52
2026-01-08,P005,Leather Boots,Shoes,Düsseldorf,25,13,64.69,1617.34,108,59
2026-01-08,P005,Leather Boots,Shoes,Essen,22,9,57.2,1258.36,75,33
2026-01-08,P005,Leather Boots,Shoes,Köln,10,5,140.02,1400.22,106,36
2026-01-08,P005,Leather Boots,Shoes,München,20,12,51.92,1038.32,123,37
2026-01-08,P005,Leather Boots,Shoes,Berlin,36,25,76.23,2744.43,98,26
2026-01-08,P006,Handbag,Accessories,Düsseldorf,33,23,83.37,2751.26,84,36
2026-01-08,P006,Handbag,Accessories,Essen,32,20,59.59,1906.97,31,46
2026-01-08,P006,Handbag,Accessories,Köln,13,8,65.53,851.88,93,27
2026-01-08,P006,Handbag,Accessories,München,17,6,84.7,1439.96,74,44
2026-01-08,P006,Handbag,Accessories,Berlin,25,11,81.63,2040.87,127,40
2026-01-08,P007,Belt,Accessories,Düsseldorf,10,4,90.66,906.64,149,29
2026-01-08,P007,Belt,Accessories,Essen,30,14,59.59,1787.58,111,40
2026-01-08,P007,Belt,Accessories,Köln,31,14,69.4,2151.25,69,46
2026-01-08,P007,Belt,Accessories,München,18,7,51.89,933.95,128,33
2026-01-08,P007,Belt,Accessories,Berlin,36,26,80.88,2911.8,68,54
2026-01-08,P008,Winter Jacket,Outerwear,Düsseldorf,32,20,191.54,6129.32,50,59
2026-01-08,P008,Winter Jacket,Outerwear,Essen,13,7,208.01,2704.14,60,25
2026-01-08,P008,Winter Jacket,Outerwear,Köln,41,20,116.02,4756.7,66,31
2026-01-08,P008,Winter Jacket,Outerwear,München,20,10,114.58,2291.56,108,41
2026-01-08,P008,Winter Jacket,Outerwear,Berlin,3,1,91.2,273.61,114,54
2026-01-08,P009,Blazer,Outerwear,Düsseldorf,18,10,168.47,3032.45,113,25
2026-01-08,P009,Blazer,Outerwear,Essen,18,11,131.16,2360.94,40,51
2026-01-08,P009,Blazer,Outerwear,Köln,19,11,156.28,2969.26,72,43
2026-01-08,P009,Blazer,Outerwear,München,2,1,83.07,166.14,123,28
2026-01-08,P009,Blazer,Outerwear,Berlin,35,19,144.22,5047.79,41,56
2026-01-08,P010,Sports Hoodie,Sportswear,Düsseldorf,13,5,97.8,1271.46,67,54
2026-01-08,P010,Sports Hoodie,Sportswear,Essen,25,11,63.76,1593.99,86,52
2026-01-08,P010,Sports Hoodie,Sportswear,Köln,21,10,119.4,2507.35,74,37
2026-01-08,P010,Sports Hoodie,Sportswear,München,16,6,79.04,1264.59,79,42
2026-01-08,P010,Sports Hoodie,Sportswear,Berlin,42,20,94.05,3949.89,70,27
2026-01-09,P001,Basic T-Shirt,Clothing,Düsseldorf,12,8,49.31,591.77,101,54
2026-01-09,P001,Basic T-Shirt,Clothing,Essen,13,7,30.84,400.98,81,28
2026-01-09,P001,Basic T-Shirt,Clothing,Köln,28,11,39.47,1105.08,72,28
2026-01-09,P001,Basic T-Shirt,Clothing,München,26,21,36.66,953.23,114,29
2026-01-09,P001,Basic T-Shirt,Clothing,Berlin,27,15,33.14,894.84,109,26
2026-01-09,P002,Slim Jeans,Clothing,Düsseldorf,21,12,79.66,1672.9,66,56
2026-01-09,P002,Slim Jeans,Clothing,Essen,25,15,56.56,1414.03,56,43
2026-01-09,P002,Slim Jeans,Clothing,Köln,25,11,41.75,1043.64,87,40
2026-01-09,P002,Slim Jeans,Clothing,München,26,10,38.58,1003.18,76,27
2026-01-09,P002,Slim Jeans,Clothing,Berlin,23,12,27.44,631.23,24,47
2026-01-09,P003,Summer Dress,Clothing,Düsseldorf,22,10,64.05,1409.07,43,45
2026-01-09,P003,Summer Dress,Clothing,Essen,17,10,55.93,950.88,77,56
2026-01-09,P003,Summer Dress,Clothing,Köln,24,15,63.76,1530.22,110,51
2026-01-09,P003,Summer Dress,Clothing,München,19,9,37.92,720.54,115,49
2026-01-09,P003,Summer Dress,Clothing,Berlin,23,16,29.53,679.2,85,47
2026-01-09,P004,Sneakers,Shoes,Düsseldorf,13,10,129.11,1678.49,133,54
2026-01-09,P004,Sneakers,Shoes,Essen,16,7,122.46,1959.32,107,57
2026-01-09,P004,Sneakers,Shoes,Köln,25,10,87.52,2187.9,54,49
2026-01-09,P004,Sneakers,Shoes,München,10,5,143.08,1430.76,97,55
2026-01-09,P004,Sneakers,Shoes,Berlin,19,13,100.14,1902.7,105,25
2026-01-09,P005,Leather Boots,Shoes,Düsseldorf,19,11,55.32,1051.16,80,55
2026-01-09,P005,Leather Boots,Shoes,Essen,5,4,58.67,293.33,106,38
2026-01-09,P005,Leather Boots,Shoes,Köln,6,2,57.17,342.99,107,27
2026-01-09,P005,Leather Boots,Shoes,München,30,17,50.77,1523.18,127,28
2026-01-09,P005,Leather Boots,Shoes,Berlin,25,17,95.66,2391.5,93,49
2026-01-09,P006,Handbag,Accessories,Düsseldorf,25,11,39.56,989.08,99,30
2026-01-09,P006,Handbag,Accessories,Essen,10,7,44.61,446.05,106,26
2026-01-09,P006,Handbag,Accessories,Köln,22,16,49.77,1094.88,115,59
2026-01-09,P006,Handbag,Accessories,München,26,10,73.27,1905.02,52,32
2026-01-09,P006,Handbag,Accessories,Berlin,31,27,75.27,2333.42,95,56
2026-01-09,P007,Belt,Accessories,Düsseldorf,5,2,31.32,156.59,99,30
2026-01-09,P007,Belt,Accessories,Essen,31,19,48.68,1509.05,26,28
2026-01-09,P007,Belt,Accessories,Köln,18,11,56.24,1012.34,82,46
2026-01-09,P007,Belt,Accessories,München,0,1,58.54,0.0,134,53
2026-01-09,P007,Belt,Accessories,Berlin,9,4,20.25,182.28,122,37
2026-01-09,P008,Winter Jacket,Outerwear,Düsseldorf,14,11,150.4,2105.64,88,33
2026-01-09,P008,Winter Jacket,Outerwear,Essen,13,5,89.22,1159.81,104,47
2026-01-09,P008,Winter Jacket,Outerwear,Köln,30,12,127.1,3813.08,80,40
2026-01-09,P008,Winter Jacket,Outerwear,München,5,2,164.48,822.39,121,54
2026-01-09,P008,Winter Jacket,Outerwear,Berlin,28,16,119.09,3334.45,41,59
2026-01-09,P009,Blazer,Outerwear,Düsseldorf,16,6,109.52,1752.31,55,42
2026-01-09,P009,Blazer,Outerwear,Essen,41,36,168.84,6922.41,23,42
2026-01-09,P009,Blazer,Outerwear,Köln,18,8,86.72,1560.89,49,53
2026-01-09,P009,Blazer,Outerwear,München,35,27,179.79,6292.49,88,32
2026-01-09,P009,Blazer,Outerwear,Berlin,35,15,112.24,3928.5,93,25
2026-01-09,P010,Sports Hoodie,Sportswear,Düsseldorf,24,19,35.32,847.68,91,44
2026-01-09,P010,Sports Hoodie,Sportswear,Essen,18,12,52.59,946.68,72,51
2026-01-09,P010,Sports Hoodie,Sportswear,Köln,4,3,46.05,184.19,56,41
2026-01-09,P010,Sports Hoodie,Sportswear,München,22,8,38.22,840.9,99,51
2026-01-09,P010,Sports Hoodie,Sportswear,Berlin,12,4,108.22,1298.7,126,40
2026-01-10,P001,Basic T-Shirt,Clothing,Düsseldorf,20,16,63.69,1273.81,102,55
2026-01-10,P001,Basic T-Shirt,Clothing,Essen,18,7,71.47,1286.4,102,51
2026-01-10,P001,Basic T-Shirt,Clothing,Köln,32,23,61.05,1953.51,48,28
2026-01-10,P001,Basic T-Shirt,Clothing,München,27,15,65.85,1778.07,76,44
2026-01-10,P001,Basic T-Shirt,Clothing,Berlin,24,17,37.14,891.44,100,28
2026-01-10,P002,Slim Jeans,Clothing,Düsseldorf,9,5,31.91,287.19,90,56
2026-01-10,P002,Slim Jeans,Clothing,Essen,29,21,74.53,2161.4,45,53
2026-01-10,P002,Slim Jeans,Clothing,Köln,5,2,29.84,149.2,111,49
2026-01-10,P002,Slim Jeans,Clothing,München,14,8,48.6,680.41,70,55
2026-01-10,P002,Slim Jeans,Clothing,Berlin,28,12,38.3,1072.52,137,54
2026-01-10,P003,Summer Dress,Clothing,Düsseldorf,28,12,29.37,822.28,81,52
2026-01-10,P003,Summer Dress,Clothing,Essen,26,10,72.2,1877.18,40,46
2026-01-10,P003,Summer Dress,Clothing,Köln,19,7,54.21,1030.0,96,47
2026-01-10,P003,Summer Dress,Clothing,München,22,19,55.29,1216.4,81,32
2026-01-10,P003,Summer Dress,Clothing,Berlin,37,21,67.51,2497.91,98,51
2026-01-10,P004,Sneakers,Shoes,Düsseldorf,22,15,137.11,3016.38,120,29
2026-01-10,P004,Sneakers,Shoes,Essen,26,12,94.83,2465.55,92,27
2026-01-10,P004,Sneakers,Shoes,Köln,15,6,76.85,1152.79,83,48
2026-01-10,P004,Sneakers,Shoes,München,10,5,119.47,1194.67,115,33
2026-01-10,P004,Sneakers,Shoes,Berlin,18,14,144.69,2604.39,97,55
2026-01-10,P005,Leather Boots,Shoes,Düsseldorf,23,10,130.57,3003.11,80,50
2026-01-10,P005,Leather Boots,Shoes,Essen,6,4,79.93,479.56,97,41
2026-01-10,P005,Leather Boots,Shoes,Köln,29,14,143.67,4166.4,78,54
2026-01-10,P005,Leather Boots,Shoes,München,37,20,71.32,2638.86,58,25
2026-01-10,P005,Leather Boots,Shoes,Berlin,28,21,54.69,1531.34,55,38
2026-01-10,P006,Handbag,Accessories,Düsseldorf,30,14,17.24,517.2,56,57
